user_id,age_group,content_type,session_duration,scroll_count,notifications,daily_usage_hrs,engagement_level,completion_rate,likes,comments
U0028,25-34,Images,28.305749040390403,50.0,12.0,4.62850594407434,5.992259762038105,61.18278443637374,25.0,4.0
U0029,25-34,Reels,16.032113535736883,148.0,6.0,4.388978638108601,4.913507814976704,67.48948165289653,13.0,5.0
U0030,13-17,Stories,26.936976893891106,242.0,9.0,5.831229864955247,3.573452960361532,61.722331986006395,25.0,2.0
U0031,25-34,Video,43.929538701087694,276.0,8.0,2.031177809788458,6.49371309200656,62.65210775735109,32.0,3.0
U0032,18-24,Stories,36.29620201716087,124.0,12.0,2.7919588172589505,6.384472188928991,73.06297839576636,23.0,7.0
U0033,13-17,Reels,23.903134073705026,224.0,11.0,2.893450571804887,4.545420426287454,48.40051542154056,29.0,8.0
U0034,55+,Images,22.12322159580162,12.0,6.0,1.4918753883461133,5.191355601592953,84.57094027838929,13.0,3.0
U0036,35-44,Reels,21.823583230663033,70.0,3.0,1.8912503448393778,2.521398644384127,79.49061333558285,14.0,5.0
U0037,18-24,Video,19.649597524676402,83.0,10.0,1.1452095491275927,5.213029222247329,69.30588827272527,13.0,2.0
U0038,13-17,Video,16.199899660922362,90.0,4.0,2.154611911932983,2.3252813262124894,69.47470978520519,12.0,3.0
U0039,35-44,Video,42.12712028861331,128.0,9.0,3.4012666221389902,9.055995565582451,77.15786969828144,34.0,12.0
U0041,18-24,Text Posts,8.276809470620773,154.0,13.0,1.9711285508419496,1.4719856028112335,55.05976721159216,3.0,1.0
U0042,25-34,Stories,22.373131870389606,50.0,11.0,5.110194137216269,4.830392925198055,70.90584349233895,21.0,6.0
U0043,13-17,Reels,29.85175536829914,117.0,11.0,3.8317733652289965,5.114235236250248,83.21490266165095,24.0,5.0
U0044,45-54,Video,39.25444864184172,95.0,6.0,4.155455640682892,8.27575600281213,57.06338831254865,37.0,8.0
U0045,18-24,Text Posts,14.222898558008541,145.0,4.0,3.7171797342971677,2.486020110071001,78.50279611346497,8.0,1.0
U0046,35-44,Stories,30.788658133133932,293.0,11.0,0.7197421548476006,5.701096130075921,50.941297250075564,34.0,9.0
U0047,18-24,Video,25.47683619261203,222.0,6.0,1.9225057765454305,6.603946085764538,44.544074156470316,13.0,7.0
U0049,25-34,Reels,20.27340554729176,156.0,15.0,3.5692848416517973,4.543344475279323,57.283968720232366,10.0,1.0
U0050,18-24,Video,43.301918118626105,243.0,4.0,1.0314446308546183,9.396890710958337,56.637867156713334,21.0,9.0
U0052,35-44,Reels,32.51225319318508,98.0,7.0,4.388543926938164,6.859174919075609,83.65339093330613,26.0,6.0
U0053,55+,Video,46.834936668899275,52.0,7.0,1.6192598943960907,10.0,71.85899366434299,33.0,9.0
U0054,45-54,Images,3.219591326236193,195.0,11.0,2.905043821806305,1.0,54.365498966971785,1.0,2.0
U0055,25-34,Text Posts,28.67224111551137,16.0,5.0,5.777547191357945,5.882607686840072,80.31347533141485,16.0,7.0
U0056,45-54,Stories,33.23238621712258,160.0,8.0,4.38397477234386,6.336747510457259,72.8534148343924,19.0,4.0
U0057,13-17,Reels,35.35621997245747,176.0,7.0,5.879991293503499,7.21229182155075,60.51165695218077,21.0,7.0
U0058,18-24,Reels,45.8179890877106,181.0,3.0,2.9354795621182275,8.465218369964443,70.43740372581848,37.0,12.0
U0059,13-17,Stories,1.4337679232222627,61.0,7.0,5.122527615010163,1.0,73.64236676142025,3.0,1.0
U0060,18-24,Reels,22.75551863737348,207.0,8.0,1.952640587834214,5.35121822550165,60.181425483453,15.0,8.0
U0061,25-34,Video,27.646965393180476,189.0,6.0,4.745486995817909,7.942114604667826,53.09297165830905,23.0,3.0
U0062,18-24,Reels,35.21479323757343,125.0,5.0,2.4275637526268197,8.119192177050456,78.06667221927125,25.0,11.0
U0063,35-44,Text Posts,1.498592603978544,230.0,8.0,4.185738880663965,1.166951394042714,63.7037732428999,0.0,0.0
U0064,18-24,Reels,35.574951493374854,206.0,5.0,4.261557813166089,7.3700738554691725,64.89010485092099,27.0,8.0
U0065,18-24,Video,48.705361439967135,220.0,9.0,4.532350012774131,9.586182504434278,68.66878600603827,45.0,17.0
U0066,25-34,Text Posts,18.952029000839993,47.0,6.0,1.9878625021037346,3.6948686053278217,64.80702582786758,19.0,4.0
U0068,35-44,Reels,18.12126659099251,159.0,12.0,3.537637032337938,2.9763870789960003,75.18725101392039,12.0,5.0
U0070,55+,Reels,40.49618905296667,253.0,5.0,2.5397788284092453,8.298075325643756,56.1765355768899,45.0,7.0
U0072,18-24,Reels,27.60980480622456,297.0,6.0,1.0320117530085255,6.661235407334392,55.0290956969518,25.0,4.0
U0073,13-17,Video,30.820904542341093,138.0,4.0,3.0714796638334776,6.903633501083406,46.96479329113197,21.0,12.0
U0074,35-44,Images,1.0,26.0,6.0,2.8596891787375176,1.0,78.5905604099608,2.0,0.0
U0075,35-44,Images,4.291475813155612,92.0,8.0,3.049065222787527,2.57206220784057,74.7696294642248,4.0,0.0
U0076,35-44,Images,34.114190871397234,157.0,5.0,3.0560564772370755,6.306817352083551,68.22715079113235,37.0,6.0
U0077,35-44,Video,22.195444289975335,129.0,7.0,5.591623505188235,4.078055266323871,83.1021266494334,25.0,3.0
U0079,18-24,Images,25.074439731951983,55.0,7.0,5.196928950039595,5.281388545990708,90.97814985626565,28.0,4.0
U0080,18-24,Text Posts,1.0,220.0,12.0,4.076421183992295,1.0,54.372261702153864,1.0,0.0
U0081,45-54,Video,36.84710474781083,180.0,10.0,2.1308193905120696,9.083366310092718,48.509195486106776,27.0,4.0
U0082,25-34,Video,44.37915537510655,257.0,13.0,3.51269825202986,9.726809764177807,69.35531850191464,37.0,11.0
U0083,18-24,Reels,28.124993219072504,250.0,4.0,5.818289813388686,5.121301841087454,65.52691360189341,29.0,6.0
U0084,13-17,Images,43.68403055666768,231.0,10.0,5.022752928997336,6.963972230362665,58.26097012628966,34.0,12.0
U0085,18-24,Reels,11.314007411218046,110.0,8.0,5.303763495584316,1.686671699955434,63.14516724151779,12.0,2.0
U0086,18-24,Reels,38.58728529883879,197.0,6.0,4.257238969518568,8.761396696506262,58.21301828919245,34.0,9.0
U0087,35-44,Video,33.27198262603535,40.0,6.0,2.7841042165952805,6.256933977824381,78.55425294206081,20.0,10.0
U0088,25-34,Stories,25.71920154836675,208.0,12.0,5.960076560222021,4.049913950119571,73.0766595946139,20.0,5.0
U0089,45-54,Text Posts,16.41307151699246,271.0,13.0,4.339231078244216,3.451806806179416,39.73802015214091,18.0,2.0
U0090,25-34,Reels,20.668438028900034,272.0,11.0,4.896352954943691,3.799132585840819,50.69689543696087,21.0,2.0
U0091,18-24,Text Posts,14.289963924593403,174.0,11.0,3.662805010933848,2.401522359011916,59.96646125044684,17.0,0.0
U0092,35-44,Images,1.0,43.0,5.0,1.9499202882543312,1.0,70.8540423485523,0.0,0.0
U0093,35-44,Video,41.032475005713934,143.0,8.0,4.092420612291384,8.315495724305094,59.22206452846528,35.0,4.0
U0095,35-44,Reels,34.38660168643102,56.0,15.0,4.712380487973138,7.391526600294796,66.3806345844401,26.0,6.0
U0096,25-34,Text Posts,22.581183250871504,291.0,12.0,4.330752992454805,2.5889262513737052,52.247469061363546,16.0,3.0
U0097,25-34,Stories,21.676198402097107,293.0,7.0,2.2101680708955955,5.88633671070208,38.90086037506696,12.0,2.0
U0098,25-34,Stories,19.480894197982764,145.0,9.0,5.784565597986955,4.647601789503198,74.18030856910724,12.0,2.0
U0099,13-17,Text Posts,3.1893166333870777,150.0,7.0,5.5208604036316835,1.0,60.070275028236665,4.0,0.0
U0100,18-24,Reels,20.877792363509492,188.0,7.0,0.8266146427211587,4.600026483381847,39.163885766543565,13.0,1.0
U0101,13-17,Images,26.86734620177331,156.0,3.0,4.893373210782885,5.95807174574747,74.133788329414,22.0,7.0
U0102,25-34,Reels,42.36335405705979,205.0,9.0,3.125816279776973,8.861854850826015,53.954297501572334,33.0,9.0
U0103,18-24,Video,32.61889563687946,132.0,10.0,3.93751519910846,5.562474626231993,79.90378848265104,30.0,7.0
U0105,45-54,Text Posts,2.953856250062339,257.0,11.0,3.6811515663117764,1.0,53.187403655647586,4.0,0.0
U0106,18-24,Reels,39.72756845267445,270.0,6.0,1.849577342979142,8.363449041118734,56.96123804848529,30.0,8.0
U0107,25-34,Text Posts,18.654168236917787,192.0,5.0,2.2951401826694426,3.095035611903166,61.7462484562699,16.0,4.0
U0108,35-44,Images,34.412174364637494,234.0,4.0,4.276542915796646,7.974126074344116,42.58999634326499,17.0,8.0
U0109,18-24,Reels,19.21676922820261,275.0,6.0,2.3647678858459704,3.282509478525309,66.73380292442351,13.0,2.0
U0110,13-17,Images,11.219921009817828,263.0,11.0,4.143367272566944,2.1957524032952227,51.14120145328911,6.0,4.0
U0111,18-24,Video,37.314459225255725,202.0,10.0,3.6645797752168603,6.955061264576414,60.0361352777362,34.0,15.0
U0113,45-54,Video,32.84332362452368,207.0,9.0,2.5298026892515173,7.284328388158583,57.03957123140212,22.0,6.0
U0114,35-44,Images,6.2703890954629955,275.0,4.0,2.995671266003658,1.0,58.896273271013776,4.0,2.0
U0115,25-34,Stories,26.81407528923571,113.0,11.0,2.4252696251729278,5.509120072840251,67.72715964504674,21.0,4.0
U0116,45-54,Video,42.211353625455814,120.0,11.0,5.644590667091601,7.05245587523429,62.87001151655481,45.0,5.0
U0117,35-44,Reels,18.83725899436275,96.0,9.0,3.6597093256778352,1.9495887351258567,66.2553560781016,18.0,4.0
U0118,18-24,Stories,31.55442801105496,142.0,11.0,3.257927156653687,8.041306425573254,82.42666213343398,28.0,5.0
U0119,45-54,Video,46.70198709196604,61.0,9.0,4.655448893051833,10.0,74.49258072729135,45.0,10.0
U0120,25-34,Images,16.34296497247793,54.0,4.0,2.194760576360884,2.664188315719218,90.8488534626993,17.0,3.0
U0122,45-54,Reels,33.540577711159074,86.0,3.0,3.927723549857398,6.262230059205745,64.94405164310234,31.0,5.0
U0123,18-24,Images,6.382969297437418,109.0,8.0,3.7431891397242443,1.944089747659775,64.26783518847867,6.0,3.0
U0124,18-24,Reels,28.300314791640822,92.0,8.0,2.395285635395798,4.578295276523166,69.9787059138106,21.0,7.0
U0125,18-24,Images,1.0,6.0,4.0,4.033415904494017,1.0,72.25469514289112,1.0,1.0
U0126,25-34,Stories,26.764556455029357,88.0,3.0,6.274793296080114,5.374551994701565,69.91703014517672,28.0,4.0
U0127,35-44,Stories,2.3850677755814065,47.0,4.0,4.1714654602956855,1.0,77.31240783585338,0.0,0.0
U0128,45-54,Video,50.03419828428999,158.0,6.0,0.5266926718843785,9.308619274811422,74.25136269922626,44.0,11.0
U0129,13-17,Images,11.698799060335496,98.0,8.0,5.6256608092280445,1.035240051975765,56.770431528126636,8.0,5.0
U0130,25-34,Reels,25.88333018068823,137.0,9.0,6.484036130918902,6.435072653730403,75.58924428678931,17.0,5.0
U0131,25-34,Video,28.72266093915494,69.0,5.0,4.293699987888999,5.280191815501992,80.48728004453025,23.0,7.0
U0132,18-24,Video,32.11961126077924,294.0,8.0,3.756979730236753,5.969765425159073,40.85788671397927,32.0,9.0
U0133,18-24,Stories,32.18531345148037,261.0,7.0,1.1787905743911722,7.6696921604990145,46.01545111103022,26.0,3.0
U0134,18-24,Reels,3.121913434649205,217.0,9.0,2.201672095288097,2.865958226172758,61.88504957197533,3.0,0.0
U0135,55+,Stories,30.769653860881878,152.0,6.0,3.0395943056456556,6.481506434308839,58.499807462578154,24.0,8.0
U0136,18-24,Images,18.380234811017083,65.0,5.0,2.398338360244435,4.555650215266667,87.20984927820126,12.0,3.0
U0137,25-34,Video,22.929783521427844,153.0,1.0,2.735889033738668,3.4477820801343,64.63390710980707,25.0,4.0
U0138,35-44,Stories,7.246876069507621,92.0,9.0,3.685257660716271,2.1802290414684284,58.703120297946356,2.0,2.0
U0139,18-24,Video,51.763930272082035,282.0,8.0,2.473186503203122,10.0,40.62949132300879,44.0,17.0
U0141,55+,Text Posts,1.0,133.0,7.0,3.611658455065018,1.0,65.65145785329352,1.0,0.0
U0142,18-24,Reels,39.373145423647294,290.0,9.0,4.2568065646487065,9.097838312950588,50.4266922879189,31.0,5.0
U0143,25-34,Stories,21.385528762859142,284.0,6.0,4.263950628752228,4.0009478703646435,56.72764909768275,18.0,2.0
U0144,18-24,Reels,18.620744234636014,274.0,5.0,4.073970601546529,5.148138485694799,65.22859234259778,19.0,5.0
U0145,18-24,Reels,30.16624975404619,296.0,5.0,3.571179674120972,6.052615962205356,50.52125824839736,29.0,5.0
U0146,13-17,Text Posts,1.7424731635972268,207.0,9.0,4.999205302397171,1.0,71.97256576153822,0.0,0.0
U0147,25-34,Reels,39.00821398422605,28.0,8.0,5.313763396204649,8.777938573371083,69.90955317292735,31.0,7.0
U0148,25-34,Reels,38.61370964873134,212.0,9.0,0.5,9.775396266163995,44.079109325149076,19.0,12.0
U0149,13-17,Reels,33.32006198821943,284.0,6.0,1.344279914571287,7.323766345675341,59.53202967989009,26.0,5.0
U0150,18-24,Text Posts,15.616610612470165,209.0,7.0,2.685804126031896,3.2981236252235377,66.34683107629623,20.0,3.0
U0152,18-24,Video,34.996863273882255,30.0,8.0,2.397404629245787,8.335102664161496,83.81270428521769,38.0,5.0
U0153,18-24,Stories,6.181258745791988,198.0,10.0,2.820756121520521,1.7708846567036254,37.11422110671276,3.0,0.0
U0154,25-34,Text Posts,16.49473912832307,242.0,14.0,3.11463814059619,3.677327084409865,51.105607676750324,16.0,5.0
U0156,18-24,Video,24.85240506814148,167.0,15.0,2.878644469724817,3.540390897662961,60.71937296257115,18.0,7.0
U0157,35-44,Video,31.385372333060143,33.0,6.0,5.634013897359965,5.230103831311896,83.2043375975627,23.0,4.0
U0159,18-24,Reels,27.460951509942607,190.0,4.0,4.387967395544566,4.721904620510538,71.22272280055235,20.0,5.0
U0160,35-44,Stories,8.176964196226855,58.0,5.0,3.3990414724524642,1.6717498907236583,70.59861197742103,7.0,1.0
U0161,18-24,Stories,29.218578562304707,299.0,7.0,3.672325619637888,6.047238517882673,32.43696094560078,24.0,6.0
U0162,25-34,Stories,41.20040722017259,46.0,11.0,3.326740533734496,7.258120860145046,82.55873114352273,33.0,10.0
U0165,13-17,Reels,12.510394749465249,191.0,9.0,3.756573278113914,2.180396581376572,53.49715802226933,6.0,3.0
U0168,18-24,Video,39.751677464953815,292.0,6.0,1.8380538876776746,8.906581033951003,42.17201420981222,33.0,5.0
U0169,13-17,Stories,17.975961590811462,30.0,7.0,4.475827723095207,2.85330209788305,87.52662734280497,12.0,4.0
U0170,25-34,Reels,22.107283482106936,60.0,6.0,3.8128329531320837,2.3978668113018227,88.1825012803604,14.0,3.0
U0171,35-44,Stories,7.078363672819103,257.0,4.0,1.6029394338805654,1.1815020117838224,51.877878670591535,9.0,1.0
U0172,13-17,Video,43.34751326324882,126.0,3.0,6.119179822171483,7.839050735361389,78.11857632051095,37.0,9.0
U0173,25-34,Video,44.13771621385585,110.0,8.0,4.3367592530280845,8.829166107652435,62.09823418487269,29.0,5.0
U0174,18-24,Text Posts,1.0,134.0,8.0,1.871493602429004,1.0,56.23872422612115,0.0,0.0
U0175,25-34,Video,50.89838978180684,162.0,4.0,3.735119339851086,10.0,74.60606707764484,31.0,11.0
U0176,18-24,Text Posts,17.740712208940014,235.0,5.0,1.0410081239928455,4.720829689622514,59.16175805704552,14.0,1.0
U0177,35-44,Reels,41.99594645145793,95.0,11.0,0.9283362866926064,8.02213243789875,74.42469892094462,36.0,7.0
U0178,25-34,Stories,4.578722515148849,26.0,7.0,5.294372654374815,1.002270594372113,95.80616840168011,4.0,2.0
U0179,55+,Stories,4.3417584458456115,294.0,10.0,1.699860667358498,1.0,57.26396823460308,5.0,1.0
U0180,18-24,Reels,26.51030690232703,114.0,9.0,4.68100745065775,6.312113214343574,92.62282359237776,18.0,2.0
U0181,18-24,Reels,33.02784426895194,53.0,8.0,5.25088424398479,6.76246529675238,75.63124653017249,32.0,7.0
U0182,18-24,Video,52.96360822926964,133.0,8.0,2.02395942991122,10.0,81.81562291082996,57.0,6.0
U0183,45-54,Video,42.060789138151314,77.0,11.0,6.619964385192731,9.172180882506225,71.78902940592569,32.0,6.0
U0184,45-54,Reels,25.573187231879665,57.0,12.0,3.639081474986414,3.1702731040122254,62.76267523009619,19.0,6.0
U0185,18-24,Stories,7.736307923341078,172.0,8.0,3.5725367054836545,2.3341773501641705,71.1209786745238,3.0,0.0
U0187,35-44,Images,5.352945742492851,109.0,6.0,2.02979192748118,1.0,89.84139990681695,2.0,1.0
U0188,25-34,Text Posts,28.284685547723218,154.0,13.0,0.5,6.945334466310227,70.23847231233329,13.0,5.0
U0189,25-34,Text Posts,9.156153503934906,150.0,4.0,2.3347190907478543,2.818299525906054,74.51769584716946,4.0,3.0
U0190,18-24,Stories,33.905820726178504,208.0,12.0,5.2493937360874225,6.591253487216922,43.51608364796076,33.0,9.0
U0191,13-17,Reels,34.78931290059278,171.0,4.0,1.9726691427192165,4.888014356766446,70.15033274391135,30.0,3.0
U0192,45-54,Images,13.630045105575418,205.0,12.0,2.1031363890100683,2.6686288116990586,58.79391294709002,10.0,2.0
U0193,45-54,Stories,12.806036281738734,138.0,9.0,1.57065786675351,1.5625774403505406,58.43917816664484,12.0,1.0
U0194,25-34,Stories,14.590921226539201,215.0,10.0,1.458103886570684,1.0,72.54527024302755,20.0,2.0
U0195,18-24,Video,39.283166923752376,52.0,10.0,4.831363048870081,8.438231529956166,61.87270503305199,36.0,8.0
U0196,18-24,Reels,28.771564962177166,130.0,8.0,1.6777226698472631,7.281277173349556,70.55056575920472,27.0,5.0
U0197,35-44,Reels,22.06188591931295,243.0,6.0,3.3023860389540243,4.318379332499544,49.55776906079585,19.0,3.0
U0198,45-54,Text Posts,10.343685896823677,11.0,11.0,2.967065299975986,2.327964060405132,81.63501772306557,8.0,2.0
U0199,45-54,Reels,28.785770297191497,276.0,8.0,4.934926254269261,7.09991229471861,49.603123180620294,32.0,7.0
U0200,35-44,Reels,6.71265905585188,41.0,8.0,2.245560303902141,1.5203960751918641,74.0941078918375,10.0,2.0
U0201,25-34,Images,19.581681147886986,215.0,10.0,2.853597264499955,3.3072182792198097,59.077008819765,12.0,5.0
U0202,13-17,Video,25.20278775283193,169.0,9.0,1.861365306351865,2.8117711319231624,53.50795517010464,14.0,4.0
U0203,18-24,Reels,16.46667596794255,129.0,8.0,2.539646786575994,4.108353414259068,77.37177871530616,9.0,4.0
U0204,45-54,Video,18.1265565288929,196.0,3.0,2.1479554444257727,4.043218573654185,67.0580213545252,19.0,9.0
U0205,25-34,Stories,1.0,222.0,9.0,3.282935708588033,1.1275106795760463,47.92180423285123,1.0,0.0
U0206,13-17,Images,1.4455249688771072,218.0,10.0,5.901291218497185,1.0,72.31465594506767,1.0,0.0
U0207,18-24,Reels,20.909790423695096,66.0,6.0,3.194713676192704,6.258620869893111,81.00998611521608,18.0,5.0
U0208,35-44,Text Posts,31.53259137526568,165.0,6.0,5.262109785550265,5.515887050665391,64.51939650783711,23.0,12.0
U0209,13-17,Reels,22.741203241047963,70.0,6.0,4.917513351560633,5.640812536854105,58.787685368016696,19.0,3.0
U0210,18-24,Images,16.777501062680315,290.0,7.0,3.4360936975700014,1.455732319179092,44.54674998656497,18.0,1.0
U0211,25-34,Text Posts,16.004813865063287,243.0,11.0,4.942310275848863,2.4261856090452474,36.82737296850408,10.0,6.0
U0212,35-44,Text Posts,13.310651862158487,24.0,7.0,3.8460078239707873,2.118009648768384,79.39906433329716,11.0,2.0
U0213,35-44,Video,34.225565392740066,192.0,8.0,1.3567251204124755,5.823271563182117,69.2677899752567,22.0,16.0
U0214,18-24,Images,3.0470623640075534,86.0,7.0,3.4416775465897556,1.0,64.16592791187149,0.0,0.0
U0215,35-44,Stories,32.50927548279212,206.0,9.0,3.808931152763152,8.122010378491881,59.45883411947421,30.0,6.0
U0216,18-24,Reels,46.07196643637885,136.0,3.0,6.144452591304673,8.874879427574164,76.32560743992173,30.0,8.0
U0217,18-24,Text Posts,1.0,41.0,4.0,2.1025112858010946,2.3290266402472954,69.66396939827108,2.0,1.0
U0218,35-44,Reels,17.759714091136203,136.0,14.0,4.186737583692665,4.6074908815012545,71.97582504350954,15.0,3.0
U0219,25-34,Images,12.201896576229938,81.0,12.0,1.6538098988154983,1.0,92.94546016846833,13.0,3.0
U0220,45-54,Video,25.354622050898087,93.0,12.0,5.81437390562766,4.7286912426249375,78.06174416254025,11.0,5.0
U0222,25-34,Reels,20.717277975933868,198.0,9.0,1.701614987060366,3.196805114028,59.9487357798193,25.0,6.0
U0223,13-17,Video,56.65056067806603,180.0,9.0,6.111723684945414,10.0,69.23964466575347,47.0,3.0
U0224,18-24,Video,46.90548594343596,37.0,9.0,5.1156343013886,10.0,81.29826473230528,49.0,13.0
U0225,18-24,Video,37.12574030632215,62.0,5.0,5.397808537471786,9.582229863469781,63.0730284307882,19.0,7.0
U0226,18-24,Reels,38.26986263319732,205.0,12.0,5.854840074613538,7.195495420784742,63.88451391669693,22.0,6.0
U0228,25-34,Stories,12.360525119417566,39.0,3.0,2.995573448751507,2.1197502922338347,71.54736194264507,9.0,5.0
U0229,45-54,Reels,19.83782755458035,129.0,1.0,5.753478602861715,3.569282835963616,72.63183386707237,16.0,3.0
U0230,25-34,Reels,28.781430629696473,46.0,9.0,2.160120644614446,6.567464770597554,93.03730940162028,23.0,5.0
U0232,25-34,Video,36.390603986534174,192.0,6.0,2.816983750379489,8.26277894038039,65.32664184359763,24.0,14.0
U0233,25-34,Images,1.0,115.0,12.0,4.000377096795994,1.0776329922320182,67.69432604623302,1.0,0.0
U0234,25-34,Text Posts,3.9717555604915766,275.0,10.0,2.1232198609766595,1.0,58.59923333242214,5.0,0.0
U0235,18-24,Stories,17.26027136405622,109.0,8.0,1.70335252650051,4.299715759932025,70.17081159608182,13.0,6.0
U0236,35-44,Stories,17.243343956741697,45.0,8.0,2.125901925147518,4.626561338833163,69.72559132554866,23.0,5.0
U0237,18-24,Images,34.725421767898084,219.0,7.0,2.9552358587143797,6.0863410665200695,51.937091324113624,23.0,9.0
U0238,13-17,Video,21.14012057601002,75.0,10.0,3.6057293351548645,4.26958694341805,77.11384441085353,17.0,4.0
U0239,25-34,Video,40.055892418358745,60.0,11.0,2.3581827527721613,7.687024146415674,75.3025478314456,36.0,6.0
U0240,18-24,Video,49.8911310832829,240.0,7.0,1.6827595218800582,9.34572867053144,62.21078243485364,38.0,9.0
U0242,55+,Video,30.956025768160387,109.0,13.0,6.207480087110256,5.955754479552601,80.02861307727458,20.0,4.0
U0243,45-54,Stories,22.914294527201996,166.0,9.0,2.878020008301734,5.056977102917692,77.5556796701674,14.0,5.0
U0244,18-24,Images,20.69760357198647,195.0,2.0,4.837923325251403,4.6219957909725595,62.019160045291855,13.0,6.0
U0246,45-54,Reels,27.01154798760694,64.0,3.0,4.4559837465657735,3.9469143928255086,83.36195655845762,21.0,7.0
U0247,25-34,Video,39.35975389500046,229.0,5.0,4.722961714648402,7.521291392122818,55.29328638747282,28.0,11.0
U0248,55+,Text Posts,1.0,192.0,12.0,3.507289531315412,1.0,63.12002120321701,2.0,0.0
U0250,45-54,Video,36.26177903661967,297.0,8.0,1.654454839101998,5.301414461894565,45.06680405947518,16.0,6.0
U0251,18-24,Video,32.77525103221735,291.0,5.0,5.225188032209381,7.366406698269481,52.27357539925808,20.0,4.0
U0252,25-34,Images,35.46862195719558,173.0,9.0,4.445834200254319,6.540217313570332,42.505151451060236,25.0,8.0
U0253,45-54,Stories,11.250659812094478,66.0,8.0,4.969544155911471,2.8228120218195887,67.15122760497167,14.0,1.0
U0255,18-24,Images,34.91553302204734,168.0,5.0,5.108279016429346,7.4533923078825755,67.06368998657788,23.0,10.0
U0256,25-34,Stories,9.679386951501433,249.0,7.0,3.8329296181532824,3.8180559409068326,47.137442893530014,13.0,2.0
U0257,55+,Reels,22.498847170634612,12.0,7.0,1.2209504421262602,5.499144908875891,66.46200380117972,16.0,3.0
U0258,35-44,Reels,26.5297457656915,158.0,3.0,3.921916742992736,4.852476836820335,89.4253669762507,19.0,6.0
U0259,25-34,Reels,36.407344821295496,40.0,10.0,6.189862570988283,6.929982160883947,68.98388086623545,28.0,9.0
U0261,25-34,Text Posts,1.0,89.0,5.0,1.6557076254066359,1.0,77.09192775458699,0.0,0.0
U0262,55+,Stories,12.678314368728104,32.0,7.0,4.602164602963013,2.905188218203108,68.49119688947772,14.0,5.0
U0263,18-24,Images,8.926455667877885,200.0,5.0,6.751683629488474,1.0,63.7628784494593,6.0,1.0
U0264,25-34,Reels,27.227789547769543,212.0,7.0,2.662592791392242,6.827781358911743,59.083064844731204,34.0,8.0
